ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
e876c21a,13,Em manutenção,2025-06-26,UPC-Mata Verde,Em manutenção,0,,True,1,,False,False
4972ccd1,13,Vazio,2025-06-27,UPC-Mata Verde,Vazio,1,,True,2,Em manutenção,False,False
898e6bc9,13,Vazio,2025-06-28,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,2,Vazio,False,False
b4ffefe1,13,Vazio,2025-06-29,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,2,Vazio,False,False
72b1b184,13,Carregado,2025-06-30,UPC-Mata Verde,Carregado,0,,True,3,Vazio,True,False
d1504412,13,Carbonizando,2025-07-01,UPC-Mata Verde,Carbonizando,0,,True,4,Carregado,False,False
c7b7c7a1,13,Carbonizando,2025-07-02,UPC-Mata Verde,Carbonizando,0,,False,4,Carbonizando,False,False
10028816,13,Carbonizando,2025-07-03,UPC-Mata Verde,Carbonizando,0,,False,4,Carbonizando,False,False
19d466c7,13,Carbonizando,2025-07-04,UPC-Mata Verde,Carbonizando,0,,False,4,Carbonizando,False,False
f5dfdf63,13,Carbonizando,2025-07-05,UPC-Mata Verde,Carbonizando,0,,False,4,Carbonizando,False,False
496d261d,13,Carbonizando,2025-07-06,UPC-Mata Verde,Carbonizando,0,,False,4,Carbonizando,False,False
49deb4f6,13,Resfriando,2025-07-07,UPC-Mata Verde,Resfriando,0,,True,5,Carbonizando,False,False
4facd70b,13,Resfriando,2025-07-08,UPC-Mata Verde,Resfriando,0,,False,5,Resfriando,False,False
1f3876bc,13,Resfriando,2025-07-09,UPC-Mata Verde,Resfriando,0,,False,5,Resfriando,False,False
a667de14,13,Descarregado,2025-07-10,UPC-Mata Verde,Descarregado,0,,True,6,Resfriando,False,True
9140ecb7,13,Descarregado,2025-07-11,UPC-Mata Verde,Vazio,1,,True,7,Descarregado,False,False
836f3310,13,Vazio,2025-07-12,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,7,Vazio,False,False
6f32cffb,13,Carbonizando,2025-07-13,UPC-Mata Verde,Carbonizando,0,,True,8,Vazio,True,False
ca705202,13,Carbonizando,2025-07-14,UPC-Mata Verde,Carbonizando,0,,False,8,Carbonizando,False,False
e2d0c89d,13,Resfriando,2025-07-15,UPC-Mata Verde,Resfriando,0,,True,9,Carbonizando,False,False
1ed85af1,13,Resfriando,2025-07-16,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
4f0c3deb,13,Resfriando,2025-07-17,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
fc2482a1,13,Resfriando,2025-07-18,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
b06275b4,13,Resfriando,2025-07-19,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
aa02211a,13,Resfriando,2025-07-20,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
a0530255,13,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
31e3dec8,13,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
63cce7ca,13,Resfriando,2025-07-23,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
9a238d8a,13,Resfriando,2025-07-24,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
72ddcec5,13,Resfriando,2025-07-25,UPC-Mata Verde,Resfriando,0,,False,9,Resfriando,False,False
3a1af6c3,13,Descarregado,2025-07-26,UPC-Mata Verde,Descarregado,0,,True,10,Resfriando,False,True
c5982aac,13,Vazio,2025-07-27,UPC-Mata Verde,Vazio,1,,True,11,Descarregado,False,False
9d4f136d,13,Vazio,2025-07-28,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,False,11,Vazio,False,False
ca91db1e,13,Vazio,2025-07-29,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,False,11,Vazio,False,False
